city;country;price;size;rooms;latitude;longitude;address
munich;DE;216900;19.14;1;48.18158765;11.510408555162602;"Dachauer Straße 435, Moosach, München"
munich;DE;312900;31.24;1;48.18158765;11.510408555162602;"Dachauer Straße 435, Moosach, München"
munich;DE;1365000;108;3;48.1542217;11.5315172;"Neuhausen, München"
munich;DE;465000;37;1;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;3995000;300;6;48.1682709;11.5698727;"Schwabing-West, München"
munich;DE;1750000;85;3;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;550000;95;3;48.1095168;11.5954;"Schwanseestrasse  5, Obergiesing, München"
munich;DE;798000;77;3;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;4800000;207;4;48.1378285;11.5745823;"Altstadt, München"
munich;DE;509000;52;2;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;8500000;400;8;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;885000;105;4;48.1260355;11.6633383;"Trudering, München"
munich;DE;647500;98;4;48.1000997;11.6306502;"Perlach, München"
munich;DE;479500;88;2;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;2270000;134;2;48.1378285;11.5745823;"Altstadt, München"
munich;DE;439000;63.46;2;48.1395506;11.5021658;"Laim, München"
munich;DE;750000;83;3;48.1395506;11.5021658;"Laim, München"
munich;DE;525000;55;2;48.1561348;11.5390766;"Albrechtstraße 28, Neuhausen, München"
munich;DE;595000;70.6;3;48.145888;11.6618249;"Krenklstr. 17, Bogenhausen, München"
munich;DE;895000;125;3.5;48.16257;11.4693724;"Obermenzing, München"
munich;DE;1555000;120;5;48.1682709;11.5698727;"Schwabing-West, München"
munich;DE;395000;70.1;3;48.1234833;11.6334511;"Berg am Laim, München"
munich;DE;990000;128;4;48.1162443;11.6771727;"Solalindenstr. 40, Trudering, München"
munich;DE;220000;33.35;1;48.1168868;11.5357463;"Albert-Roßhaupter-Straße xx, Sendling, München"
munich;DE;2690000;117;3;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;2190000;84;2;48.149554550000005;11.567753141783761;"Maxvorstadt, München"
munich;DE;370000;43;1.5;48.1141401;11.6142551;"Ramersdorf, München"
munich;DE;625000;95;5;48.118064;11.4818417;"Hadern, München"
munich;DE;8750000;487;7;48.150587;11.604211640859564;"Kolbergerstraße 5, Bogenhausen, München"
munich;DE;5490000;222;4;48.150587;11.604211640859564;"Kolbergerstraße 5, Bogenhausen, München"
munich;DE;360000;48.4;1;48.0848354;11.4944766;"Forstenried, München"
munich;DE;1198000;157.05;4;48.1547823;11.6334838;"Bogenhausen, München"
munich;DE;499000;72;3.5;48.1234833;11.6334511;"Berg am Laim, München"
munich;DE;698000;72.34;2;48.1823848;11.5750432;"Milbertshofen, München"
munich;DE;399000;62.19;2.5;48.1959252;11.5718148;"Am Hart, München"
munich;DE;3880000;261;4;48.1287534;11.5861193;"Au, München"
munich;DE;698900;63.44;1.5;48.1571237;11.5097031;"Nymphenburg, München"
munich;DE;440000;70.73;4;48.1111557;11.5889093;"Obergiesing, München"
munich;DE;1475000;125;4;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;4200000;226;6;48.1396562;11.5879211;"Lehel, München"
munich;DE;598000;50;2;48.1317712;11.5558087;"Ludwigsvorstadt-Isarvorstadt, München"
munich;DE;265000;30.31;1;48.1395506;11.5021658;"Laim, München"
